ID,TIPO_DOCUMENTO,ANO,MES,COD_SENADOR,NOME_SENADOR,TIPO_DESPESA,CPF_CNPJ_FORNECEDOR,NOME_FORNECEDOR,DOCUMENTO,DATA,DETALHAMENTO,VALOR_REEMBOLSADO
2223174,Passagem / Bilhete / Código Localizador,2024,3,345,FLÁVIO ARNS,"Passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA,WELZVW,2024-03-19,"Companhia Aérea: LATAM, Localizador: WELZVW. Passageiros: FLAVIO JOSE ARNS (Matrícula 161369, PARLAMENTAR), Voo: 3272 - BRASÍLIA - CURITIBA - 21/03/24; ",2648.3
2224415,Passagem / Bilhete / Código Localizador,2024,3,345,FLÁVIO ARNS,"Passagens aéreas, aquáticas e terrestres nacionais",16.978.175/0001-08,ADRIA VIAGENS E TURISMO LTDA,DGGONT,2024-03-19,"Companhia Aérea: LATAM, Localizador: DGGONT. Passageiros: FLAVIO JOSE ARNS (Matrícula 161369, PARLAMENTAR), Voo: 3259 - SÃO PAULO - BRASÍLIA - 31/03/24; FLAVIO JOSE ARNS (Matrícula 161369, PARLAMENTAR), Voo: 3291 - CURITIBA - SÃO PAULO - 31/03/24; ",3781.42
2226919,Fatura,2024,4,345,FLÁVIO ARNS,"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",40.432.544/0224-69,CLARO - S. A.,2404928781484,2024-04-05,NÃO INFORMADO,29.04
2226915,Fatura,2024,4,345,FLÁVIO ARNS,"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",04.368.898/0001-06,COPEL DISTRIBUIDORA S.A.,1238612,2024-04-25,NÃO INFORMADO,134.21
2226930,Boleto,2024,4,345,FLÁVIO ARNS,"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",20.549.966/0001-90,GR9 ASSESSORIA COMERCIAL & IMOBILIARIA LTDA. ME,0024,2024-05-02,NÃO INFORMADO,171.67
2226927,Boleto,2024,4,345,FLÁVIO ARNS,"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",20.549.966/0001-90,GR9 ASSESSORIA COMERCIAL & IMOBILIARIA LTDA. ME,0022,2024-05-02,NÃO INFORMADO,7000.0
2226887,Nota Fiscal Eletrônica,2024,4,345,FLÁVIO ARNS,"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",26.786.885/0001-90,GUARDA SERVIÇOS DE MONITORAMENTO E SEGURANÇA ELETRONICA LTDA,10340,2024-04-15,NÃO INFORMADO,145.6
2226921,Fatura,2024,4,345,FLÁVIO ARNS,"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",04.368.865/0001-66,LIGGA TELECOMUNICAÕES S.A.,1982842,2024-04-20,NÃO INFORMADO,129.9
2226924,Nota Fiscal Eletrônica,2024,4,345,FLÁVIO ARNS,"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",15.579.264/0001-19,MAG SUL - ASSEIO E CONSERVAÇÃO LTDA.,2422,2024-04-16,NÃO INFORMADO,2761.51
2226928,Boleto,2024,4,345,FLÁVIO ARNS,"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",76.417.005/0001-86,Município de Curitiba - PR,0023,2024-04-30,NÃO INFORMADO,582.45
2225887,Nota Fiscal Eletrônica,2024,4,345,FLÁVIO ARNS,"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",40.777.342/0001-37,RUTHBELIA ADELMIRA LEIVA FERNANDEZ,42,2024-04-17,NÃO INFORMADO,450.0
2226926,Fatura,2024,4,345,FLÁVIO ARNS,"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",76.484.013/0001-45,SANEPAR - COMPANHIA DE SANEAMENTO DO PARANÁ,0016.6391,2024-04-24,NÃO INFORMADO,179.9
2226912,Nota Fiscal Eletrônica,2024,4,345,FLÁVIO ARNS,"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",07.510.879/0001-60,AGILIZA LOCADORA DE EQUEPAMENTOS LTDA ME,34892,2024-05-01,NÃO INFORMADO,278.16
2225124,Nota Fiscal Eletrônica,2024,4,345,FLÁVIO ARNS,"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",76.189.406/0058-61,CONDOR SUPER CENTER LTDA.,111739,2024-04-03,NÃO INFORMADO,184.54
2225127,Nota Fiscal Eletrônica,2024,4,345,FLÁVIO ARNS,"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",76.189.406/0029-27,CONDOR SUPER CENTER LTDA.,544326,2024-04-04,NÃO INFORMADO,14.23
2223444,Recibo,2024,3,5894,FLÁVIO BOLSONARO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",17.895.646/0001-87,UBER DO BRASIL TECNOLOGIA LTDA,NÃO INFORMADO,2024-03-17,NÃO INFORMADO,44.95
2223445,Recibo,2024,3,5894,FLÁVIO BOLSONARO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",17.895.646/0001-87,UBER DO BRASIL TECNOLOGIA LTDA,NÃO INFORMADO,2024-03-17,NÃO INFORMADO,44.99
2223446,Recibo,2024,3,5894,FLÁVIO BOLSONARO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",17.895.646/0001-87,UBER DO BRASIL TECNOLOGIA LTDA,NÃO INFORMADO,2024-03-18,NÃO INFORMADO,29.99
2223442,Recibo,2024,3,5894,FLÁVIO BOLSONARO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",17.895.646/0001-87,UBER DO BRASIL TECNOLOGIA LTDA,NÃO INFORMADO,2024-03-18,NÃO INFORMADO,44.94
2223439,Recibo,2024,3,5894,FLÁVIO BOLSONARO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",17.895.646/0001-87,UBER DO BRASIL TECNOLOGIA LTDA,NÃO INFORMADO,2024-03-18,NÃO INFORMADO,54.95
2223453,Recibo,2024,3,5894,FLÁVIO BOLSONARO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",17.895.646/0001-87,UBER DO BRASIL TECNOLOGIA LTDA,NÃO INFORMADO,2024-03-21,NÃO INFORMADO,10.96
2223454,Recibo,2024,3,5894,FLÁVIO BOLSONARO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",17.895.646/0001-87,UBER DO BRASIL TECNOLOGIA LTDA,NÃO INFORMADO,2024-03-21,NÃO INFORMADO,15.81
2224308,Recibo,2024,3,5894,FLÁVIO BOLSONARO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",17.895.646/0001-87,UBER DO BRASIL TECNOLOGIA LTDA,NÃO INFORMADO,2024-04-01,NÃO INFORMADO,50.6
2224310,Recibo,2024,3,5894,FLÁVIO BOLSONARO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",17.895.646/0001-87,UBER DO BRASIL TECNOLOGIA LTDA,NÃO INFORMADO,2024-04-02,NÃO INFORMADO,53.51
2223089,Nota Fiscal Eletrônica,2024,3,5894,FLÁVIO BOLSONARO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",05.298.154/0001-25,WINDSOR BARRA HOTEL S/A,421901,2024-03-18,NÃO INFORMADO,508.54
2223073,Nota Fiscal Eletrônica,2024,3,5894,FLÁVIO BOLSONARO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",05.298.154/0001-25,WINDSOR BARRA HOTEL S/A,421900,2024-03-18,NÃO INFORMADO,508.54
2223045,Passagem / Bilhete / Código Localizador,2024,3,5894,FLÁVIO BOLSONARO,"Passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,EDNDFI,2024-02-28,"Companhia Aérea: GOL, Localizador: EDNDFI. Passageiros: FERNANDO NASCIMENTO PESSOA (Matrícula 343680, COMISSIONADO), Voo: 2074 - GIG/BSB - 18/03/24; ",993.9
2223047,Passagem / Bilhete / Código Localizador,2024,3,5894,FLÁVIO BOLSONARO,"Passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,EBSEIK,2024-02-28,"Companhia Aérea: GOL, Localizador: EBSEIK. Passageiros: MARIA DE FÁTIMA BEZERRA CASTRO (Matrícula 211166, COMISSIONADO), Voo: 2074 - GIG/BSB - 18/03/24; ",993.9
2222380,Passagem / Bilhete / Código Localizador,2024,3,5894,FLÁVIO BOLSONARO,"Passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,HQKNCX,2024-02-28,"Companhia Aérea: GOL, Localizador: HQKNCX. Passageiros: FERNANDO NASCIMENTO PESSOA (Matrícula 343680, COMISSIONADO), Voo: 2074 - GIG/BSB - 11/03/24; ",1474.66
2222371,Passagem / Bilhete / Código Localizador,2024,3,5894,FLÁVIO BOLSONARO,"Passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,GWLAYR,2024-02-28,"Companhia Aérea: GOL, Localizador: GWLAYR. Passageiros: FERNANDO NASCIMENTO PESSOA (Matrícula 343680, COMISSIONADO), Voo: 2074 - GIG/BSB - 08/03/24; ",1800.66
2222372,Passagem / Bilhete / Código Localizador,2024,3,5894,FLÁVIO BOLSONARO,"Passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,SGNODV,2024-02-28,"Companhia Aérea: GOL, Localizador: SGNODV. Passageiros: MARIA DE FÁTIMA BEZERRA CASTRO (Matrícula 211166, COMISSIONADO), Voo: 2074 - GIG/BSB - 08/03/24; ",1800.66
2223070,Passagem / Bilhete / Código Localizador,2024,3,5894,FLÁVIO BOLSONARO,"Passagens aéreas, aquáticas e terrestres nacionais",07.575.651/0001-59,GOL,EEZQEX,2024-03-06,"Companhia Aérea: GOL, Localizador: EEZQEX. Passageiros: FERNANDO NASCIMENTO PESSOA (Matrícula 343680, COMISSIONADO), Voo: 2058 - SDU/BSB - 16/03/24; ",1905.17
2222257,Passagem / Bilhete / Código Localizador,2024,3,5894,FLÁVIO BOLSONARO,"Passagens aéreas, aquáticas e terrestres nacionais",02.012.862/0001-60,TAM,ANKSYO,2024-02-27,"Companhia Aérea: TAM, Localizador: ANKSYO. Passageiros: FERNANDO NASCIMENTO PESSOA (Matrícula 343680, COMISSIONADO), Voo: 3864 - BSB/SDU - 06/03/24; ",1929.41
2222253,Passagem / Bilhete / Código Localizador,2024,3,5894,FLÁVIO BOLSONARO,"Passagens aéreas, aquáticas e terrestres nacionais",02.012.862/0001-60,TAM,FBHRGL,2024-02-27,"Companhia Aérea: TAM, Localizador: FBHRGL. Passageiros: MARIA DE FÁTIMA BEZERRA CASTRO (Matrícula 211166, COMISSIONADO), Voo: 3864 - BSB/SDU - 06/03/24; ",1929.41
2223306,Passagem / Bilhete / Código Localizador,2024,3,5894,FLÁVIO BOLSONARO,"Passagens aéreas, aquáticas e terrestres nacionais",02.012.862/0001-60,TAM,OPOWDW,2024-02-28,"Companhia Aérea: TAM, Localizador: OPOWDW. Passageiros: FERNANDO NASCIMENTO PESSOA (Matrícula 343680, COMISSIONADO), Voo: 3864 - BSB/SDU - 17/03/24; ",1148.41
2223046,Passagem / Bilhete / Código Localizador,2024,3,5894,FLÁVIO BOLSONARO,"Passagens aéreas, aquáticas e terrestres nacionais",02.012.862/0001-60,TAM,HUNVMU,2024-02-28,"Companhia Aérea: TAM, Localizador: HUNVMU. Passageiros: MARIA DE FÁTIMA BEZERRA CASTRO (Matrícula 211166, COMISSIONADO), Voo: 3864 - BSB/SDU - 17/03/24; ",1148.41
2222374,Passagem / Bilhete / Código Localizador,2024,3,5894,FLÁVIO BOLSONARO,"Passagens aéreas, aquáticas e terrestres nacionais",02.012.862/0001-60,TAM,ITWXRV,2024-02-28,"Companhia Aérea: TAM, Localizador: ITWXRV. Passageiros: FERNANDO NASCIMENTO PESSOA (Matrícula 343680, COMISSIONADO), Voo: 3856 - BSB/SDU - 11/03/24; ",1577.41
2223068,Passagem / Bilhete / Código Localizador,2024,3,5894,FLÁVIO BOLSONARO,"Passagens aéreas, aquáticas e terrestres nacionais",02.012.862/0001-60,TAM,DSILWN,2024-03-06,"Companhia Aérea: TAM, Localizador: DSILWN. Passageiros: FERNANDO NASCIMENTO PESSOA (Matrícula 343680, COMISSIONADO), Voo: 3856 - BSB/SDU - 15/03/24; ",2252.41
2227355,Recibo,2024,4,5894,FLÁVIO BOLSONARO,"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",19.191.476/0001-85,BDV CONSULTORIA EMPRESARIAL E PARTICIPACOES IMOBILIARIAS LTDA,NÃO INFORMADO,2024-05-06,NÃO INFORMADO,1955.77
2226616,Fatura,2024,4,5894,FLÁVIO BOLSONARO,"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",40.432.544/0062-69,Claro S.A,036497535,2024-04-16,NÃO INFORMADO,219.31
2224422,Boleto,2024,4,5894,FLÁVIO BOLSONARO,"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",14.966.211/0001-98,Condomínio Barra Prime Offices,02000373,2024-03-27,NÃO INFORMADO,1544.57
2226613,Fatura,2024,4,5894,FLÁVIO BOLSONARO,"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",60.444.437/0001-46,Light Serviços de Eletricidade SA,034663998,2024-04-17,NÃO INFORMADO,139.62
2224420,Boleto,2024,4,5894,FLÁVIO BOLSONARO,"Aluguel de imóveis para escritório político, compreendendo despesas concernentes a eles.",42.498.733/0001-48,Prefeitura da Cidade do Rio de Janeiro,31582992,2024-01-30,NÃO INFORMADO,906.8
2224904,Nota Fiscal Eletrônica,2024,4,5894,FLÁVIO BOLSONARO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",02.223.966/0125-53,ATLANTICA HOTELS INTERNATIONAL BRASIL LTDA,00075168,2024-04-09,NÃO INFORMADO,428.4
2231747,Cupom Fiscal,2024,6,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",08.402.977/0001-47,Empório e Confeitaria Paris LTDA.,065389,2024-06-18,NÃO INFORMADO,35.3
2231746,Cupom Fiscal,2024,6,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",08.040.686/0001-56,Gusto Ristorante - Pinti e Falzone Ristorante Ltda.,000803,2024-06-19,NÃO INFORMADO,367.0
2232840,Recibo,2024,6,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",33.155.622/0001-48,Julio Cesar de Mello Franco,00171,2024-06-19,NÃO INFORMADO,138.0
2230340,Cupom Fiscal,2024,6,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",56.310.766/0001-27,Malagueta Comércio Varejista de Combustíveis LTDA,105529,2024-06-10,NÃO INFORMADO,70.0
2230344,Cupom Fiscal,2024,6,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",38.498.316/0001-28,Mercúrio Delivery Food LTDA,309446,2024-06-09,NÃO INFORMADO,73.81
2230345,Cupom Fiscal,2024,6,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",39.028.766/0001-10,Nonna Fiore Comércio de Massas Alimentícias Ltda.,004170,2024-06-13,NÃO INFORMADO,192.66
2230342,Cupom Fiscal,2024,6,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",18.310.234/0001-09,Posto de Serviços Portal Fernão Dias,496952,2024-06-08,NÃO INFORMADO,351.28
2228903,Cupom Fiscal,2024,6,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",45.736.436/0001-81,Recanto Colonial Restaurante LTDA,031274,2024-06-03,NÃO INFORMADO,284.1
2229609,Cupom Fiscal,2024,6,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",45.736.436/0001-81,Recanto Colonial Restaurante LTDA,031304,2024-06-05,NÃO INFORMADO,284.1
2229610,Cupom Fiscal,2024,6,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",45.736.436/0001-81,Recanto Colonial Restaurante LTDA,031320,2024-06-06,NÃO INFORMADO,231.7
2229611,Cupom Fiscal,2024,6,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",45.736.436/0001-81,Recanto Colonial Restaurante LTDA,031318,2024-06-06,NÃO INFORMADO,264.0
2230348,Cupom Fiscal,2024,6,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",45.736.436/0001-81,Recanto Colonial Restaurante LTDA,031473,2024-06-11,NÃO INFORMADO,334.5
2230351,Cupom Fiscal,2024,6,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",45.736.436/0001-81,Recanto Colonial Restaurante LTDA,031492,2024-06-12,NÃO INFORMADO,279.6
2231748,Cupom Fiscal,2024,6,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",45.736.436/0001-81,Recanto Colonial Restaurante LTDA,031669,2024-06-18,NÃO INFORMADO,334.5
2231751,Cupom Fiscal,2024,6,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",12.842.782/0001-95,Restaurante Lar Doce Lar LTDA,075759,2024-06-17,NÃO INFORMADO,120.0
2233773,Fatura,2024,7,6008,GIORDANO,"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",05.120.923/0001-09,Aerotur Serviços,0005017058,2024-07-08,NÃO INFORMADO,64.39
2233774,Fatura,2024,7,6008,GIORDANO,"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",05.120.923/0001-09,Aerotur Serviços,0005017068,2024-07-09,NÃO INFORMADO,85.0
2233772,Fatura,2024,7,6008,GIORDANO,"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",05.120.923/0001-09,Aerotur Serviços,0005017058,2024-07-09,NÃO INFORMADO,85.0
2237302,Fatura,2024,7,6008,GIORDANO,"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",05.120.923/0001-09,Aerotur Serviços,0005017597,2024-07-29,NÃO INFORMADO,85.0
2233451,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",60.909.215/0011-23,Almanara Restaurantes e Lanchonetes LTDA,023809,2024-07-24,NÃO INFORMADO,301.5
2234230,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",60.909.215/0026-00,Almanara Restaurantes e Lanchonetes LTDA,039903,2024-07-28,NÃO INFORMADO,192.8
2232447,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",50.307.933/0001-02,Arcos da Cantareira Churrascaria,168830,2024-07-04,NÃO INFORMADO,143.73
2231774,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",07.431.970/0001-90,Auto Posto Brasil LTDA,171380,2024-07-03,NÃO INFORMADO,211.15
2233437,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",46.238.502/0001-56,Auto Posto Casuarinas LTDA,108663,2024-07-19,NÃO INFORMADO,282.33
2231775,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.323.001/0001-20,Auto Posto Irmãos Miguel LTDA,053742,2024-07-02,NÃO INFORMADO,262.05
2231776,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.323.001/0001-20,Auto Posto Irmãos Miguel LTDA,060225,2024-07-02,NÃO INFORMADO,266.16
2231778,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.323.001/0001-20,Auto Posto Irmãos Miguel LTDA,053673,2024-07-02,NÃO INFORMADO,281.84
2231777,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.323.001/0001-20,Auto Posto Irmãos Miguel LTDA,053700,2024-07-02,NÃO INFORMADO,353.46
2231818,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.323.001/0001-20,Auto Posto Irmãos Miguel LTDA,054058,2024-07-04,NÃO INFORMADO,254.04
2231817,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.323.001/0001-20,Auto Posto Irmãos Miguel LTDA,060588,2024-07-04,NÃO INFORMADO,256.63
2232439,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.323.001/0001-20,Auto Posto Irmãos Miguel LTDA,054348,2024-07-05,NÃO INFORMADO,338.04
2232440,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.323.001/0001-20,Auto Posto Irmãos Miguel LTDA,054437,2024-07-06,NÃO INFORMADO,286.97
2232441,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.323.001/0001-20,Auto Posto Irmãos Miguel LTDA,054745,2024-07-07,NÃO INFORMADO,261.75
2232442,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.323.001/0001-20,Auto Posto Irmãos Miguel LTDA,061460,2024-07-08,NÃO INFORMADO,247.38
2232443,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.323.001/0001-20,Auto Posto Irmãos Miguel LTDA,061773,2024-07-10,NÃO INFORMADO,290.64
2232444,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.323.001/0001-20,Auto Posto Irmãos Miguel LTDA,055412,2024-07-11,NÃO INFORMADO,174.01
2232822,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.323.001/0001-20,Auto Posto Irmãos Miguel LTDA,062121,2024-07-12,NÃO INFORMADO,196.17
2232823,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.323.001/0001-20,Auto Posto Irmãos Miguel LTDA,062010,2024-07-12,NÃO INFORMADO,245.65
2232824,Cupom Fiscal,2024,7,6008,GIORDANO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.323.001/0001-20,Auto Posto Irmãos Miguel LTDA,055995,2024-07-15,NÃO INFORMADO,173.29
2223216,Nota Fiscal Eletrônica,2024,3,6341,HAMILTON MOURÃO,"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",05.563.868/0030-58,BELLER COMERCIO DE PAPEIS LTDA,57847,2024-03-20,NÃO INFORMADO,175.12
2223217,Nota Fiscal Eletrônica,2024,3,6341,HAMILTON MOURÃO,"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",93.015.006/0007-09,COMPANHIA ZAFFARI COMERCIO E INDUSTRIA,871220,2024-03-20,NÃO INFORMADO,308.16
2223292,Recibo,2024,3,6341,HAMILTON MOURÃO,"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",48.992.562/0001-95,OFFICE SOLUCOES,NÃO INFORMADO,2024-03-20,NÃO INFORMADO,3455.4
2223309,Nota Fiscal Eletrônica,2024,3,6341,HAMILTON MOURÃO,"Aquisição de material de consumo para uso no escritório político, inclusive aquisição ou locação de software, despesas postais, aquisição de publicações, locação de móveis e de equipamentos. ",92.821.701/0001-00,RBS - ZERO HORA EDITORA JORNALISTICA S.A.,2024/271547,2024-03-02,NÃO INFORMADO,3.9
2223214,Nota Fiscal Eletrônica,2024,3,6341,HAMILTON MOURÃO,"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",45.300.922/0001-52,JFH MARKETING LTDA,50,2024-03-20,NÃO INFORMADO,499.2
2224090,Nota Fiscal Eletrônica,2024,3,6341,HAMILTON MOURÃO,"Contratação de consultorias, assessorias, pesquisas, trabalhos técnicos e outros serviços de apoio ao exercício do mandato parlamentar",45.300.922/0001-52,JFH MARKETING LTDA,49,2024-03-20,NÃO INFORMADO,6000.0
2223928,Nota Fiscal Eletrônica,2024,3,6341,HAMILTON MOURÃO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",87.091.997/0012-73,ABAST FARROUPILHA LTDA,0000000045,2024-03-25,NÃO INFORMADO,222.85
2222956,Nota Fiscal Eletrônica,2024,3,6341,HAMILTON MOURÃO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",40.921.123/0001-80,AEROPORTO POSTO DE COMBUSTIVEIS CAMINHO DO GOL LTDA,14470,2024-03-11,NÃO INFORMADO,65.02
2223927,Nota Fiscal Eletrônica,2024,3,6341,HAMILTON MOURÃO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",40.921.123/0001-80,AEROPORTO POSTO DE COMBUSTIVEIS CAMINHO DO GOL LTDA,1088,2024-03-26,NÃO INFORMADO,72.22
2222015,Nota Fiscal Eletrônica,2024,3,6341,HAMILTON MOURÃO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",03.043.457/0001-71,AUTO POSTO BR PASSO FUNDO LTDA,001995723,2024-03-03,NÃO INFORMADO,220.08
2222693,Nota Fiscal Eletrônica,2024,3,6341,HAMILTON MOURÃO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",91.128.140/0001-03,CANISIO RAMBO EIRELI - ME,202400000022947,2024-03-08,NÃO INFORMADO,170.0
2222843,Nota Fiscal Eletrônica,2024,3,6341,HAMILTON MOURÃO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",91.128.140/0001-03,CANISIO RAMBO EIRELI - ME,202400000022939,2024-03-08,NÃO INFORMADO,170.0
2223930,Nota Fiscal Eletrônica,2024,3,6341,HAMILTON MOURÃO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",93.489.243/0036-46,COMERCIAL BUFFON COMBUSTÍVEIS  E TRANSPORTES  LTDA - POSTO 36,1133634/2,2024-03-26,NÃO INFORMADO,53.9
2222842,Nota Fiscal Eletrônica,2024,3,6341,HAMILTON MOURÃO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",89.371.058/0009-02,COMERCIAL DE COMBUSTIVEIS ROSUL LTDA,4282,2024-03-09,NÃO INFORMADO,306.88
2223049,Nota Fiscal Eletrônica,2024,3,6341,HAMILTON MOURÃO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",10.512.396/0001-00,COMERCIAL DE COMBUSTÍVEIS SILVA JARDIM LTDA,000505217,2024-03-16,NÃO INFORMADO,310.26
2222694,Nota Fiscal Eletrônica,2024,3,6341,HAMILTON MOURÃO,"Locomoção, hospedagem, alimentação, combustíveis e lubrificantes",21.218.848/0001-61,DALLE HOTEL LTDA,202400000001591,2024-03-10,NÃO INFORMADO,190.0
